IATA Code,Name,Country
NWI,Norwich International Airport,United Kingdom
NOB,Nosara Beach,Costa Rica
NTQ,Noto Airport,Japan
NTB,Notodden Airport,Norway
JBB,Notohadinegoro Airport,Indonesia
NQT,Nottingham Airport,United Kingdom
ZGB,Nottingham Bus Station,United Kingdom
XNM,Nottingham Railway Station,United Kingdom
NDB,Nouadhibou Airport,Mauritania
NKC,Nouakchott International Airport,Mauritania
GEA,Noumea Magenta Airport,New Caledonia
GHA,Noumerate Airport,Algeria
XNU,Nouna,Burkina Faso
NOK,Nova Xavantina,Brazil
NOT,Novato,United States
NVR,Novgorod,Russia
NVP,Novo Aripuana,Brazil
NPR,Novo Progresso Municipal,Brazil
NOZ,Novokuznetsk Airport,Russia
NOI,Novorossijsk,Russia
OVB,Novosibirsk Tolmachevo Airport,Russia
OHH,Novostroyka Airport,Russia
NUX,Novy Urengoy Airport,Russia
NSH,Now Shahr Airport,Iran
NWT,Nowata,Papua New Guinea
NOA,Nowra,Australia
NRB,Ns,United States
NWP,NS,Canada
NSI,Nsimalen Airport,Cameroon
NCG,Nueva Casas Grandes,Mexico
NVG,Nueva Guinea,Nicaragua
NUG,Nuguria,Papua New Guinea
NUI,Nuiqsut Airport,United States
UKU,Nuku,Papua New Guinea
NHV,Nuku Hiva Airport,French Polynesia
NCU,Nukus Airport,Uzbekistan
NUK,Nukutavake,French Polynesia
NUL,Nulato Airport,United States
NLL,Nullagine,Australia
NUR,Nullarbor,Australia
NUB,Numbulwar,Australia
FOO,Numfoor,Indonesia
NUP,Nunapitchuk,United States
NUH,Nunchia,Colombia
XNV,Nuneaton Railway Station,United Kingdom
NNX,Nunukan Airport,Indonesia
NQU,Nuqui,Colombia
NUE,Nuremberg Airport,Germany
ZAQ,Nuremberg Hbf Railway Station,Germany
NQZ,Nursultan Nazarbayev International Airport,Kazakhstan
NHS,Nushki,Pakistan
NUT,Nutuve,Papua New Guinea
UTD,Nutwood Downs,Australia
GOH,Nuuk Airport,Greenland
ECP,NW Florida Beaches Int,United States
ZNC,Nyac,United States
NYA,Nyagan Airport,Russia
UYL,Nyala,Sudan
NYU,Nyaung U Airport,Myanmar
ZIB,Nyborg Railway Station,Denmark
NYE,Nyeri,Kenya
LZY,Nyingchi Mainling Airport,China
ZAW,Nykobing Mors Bus Station,Denmark
ZIJ,Nykobing Sjaelland Railway Station,Denmark
XWZ,Nykoping,Sweden
NYN,Nyngan,Australia
ZRN,Nyon Railway Station,Switzerland
NYR,Nyurba Airport,Russia
NZA,Nzagi,Angola
NZE,Nzerekore,Guinea
CSL,O Sullivan Army Air Field,United States
ORD,O'Hare International Airport,United States
JNB,O.R. Tambo International Airport,South Africa
ODW,Oak Harbor,United States
ODC,Oakdale,United States
OKY,Oakey,Australia
OBT,Oakland/Coliseum Stat,United States
XOK,Oakville Railway Station,Canada
OAM,Oamaru,New Zealand
OBA,Oban,Australia
OBN,Oban Airport,United Kingdom
OBD,Obano,Indonesia
CMO,Obbia,Somalia
ZOY,Oberhausen Hbf Railway Station,Germany
OBF,Oberpfaffenhofen,Germany
OBI,Obidos,Brazil
OBX,Obo,Papua New Guinea
OBC,Obock,Djibouti
YDW,Obre Lake,Canada
ZOF,Ocean Falls,Canada
OCA,Ocean Reef,United States
OCI,Oceanic,United States
CEU,Oconee County,United States
LEH,Octeville,France
OEC,Ocussi,East Timor
ONJ,Odate Noshiro Airport,Japan
OMY,Oddor Meanche,Cambodia
ZIM,Odense Bus Station,Denmark
ZBQ,Odense Railway Station,Denmark
ODS,Odessa International Airport,Ukraine
KEO,Odienne,Ivory Coast
ODH,Odiham RAF Station,United Kingdom
OPI,Oenpelli,Australia
ZLQ,Oerlikon Railway Station,Switzerland
ZPA,Offenburg Railway Station,Germany
OFF,Offutt Air Force Base,United States
OGS,Ogdensburg Airport,United States
OGE,Ogeranang,Papua New Guinea
OGL,Ogle Airport,Guyana
OGM,Ogobsucum,Panama
YOG,Ogoki,Canada
HLG,Ohio County,United States
OSU,Ohio State University,United States
ATO,Ohio University,United States
OHD,Ohrid Airport,North Macedonia
OYK,Oiapoque,Brazil
OIT,Oita Airport,Japan
OKQ,Okaba,Indonesia
OKD,Okadama Airport,Japan
OKV,Okao,Papua New Guinea
OKF,Okaukuejo,Namibia
OKJ,Okayama Airport,Japan
OHO,Okhotsk,Russia
OKI,Oki Island,Japan
OKE,Okino Erabu,Japan
OKM,Okmulgee,United States
OKN,Okondja,Gabon
OKG,Okoyo,Republic of the Congo
OKP,Oksapmin,Papua New Guinea
OKL,Oksibil,Indonesia
OKT,Oktiabrskij,Russia
OIR,Okushiri Airport,Japan
OSJ,Ol Seki Airport,Kenya
OFJ,Olafsfjordur,Iceland
OAN,Olanchito,Honduras
OLG,Olare Airport,Kenya
OVR,Olavarria,Argentina
OLB,Olbia Costa Smeralda Airport,Italy
YOC,Old Crow,Canada
ZFB,Old Fort Bay,Canada
OLH,Old Harbor SPB,United States
OLD,Old Town,United States
ZPD,Oldenburg Railway Station,Germany
ONK,Olenyok Airport,Russia
NEN,Olf Usn,United States
KOY,Olga Bay SPB,United States
OLV,Olive Branch Airport,United States
OLX,Olkiombo Airport,Kenya
OLL,Ollombo,Republic of the Congo
ONY,Olney,United States
OLY,Olney-Noble,United States
OLZ,Olokminsk Airport,Russia
OLO,Olomouc,Czech Republic
XJC,Olomouc Main Railway Station,Czech Republic
OLJ,Olpoi,Vanuatu
OLQ,Olsobip,Papua New Guinea
SZY,Olsztyn-Mazury Airport,Poland
ZJU,Olten Railway Station,Switzerland
OLM,Olympia,United States
OLP,Olympic Dam Airport,Australia
OMB,Omboue,Gabon
OMG,Omega,Namibia
OMI,Omidieh,Iran
OML,Omkalai,Papua New Guinea
OSE,Omora,Papua New Guinea
OMS,Omsk Airport,Russia
OMJ,Omura,Japan
OND,Ondangwa Airport,Namibia
VPE,Ondjiva,Angola
OEA,Oneal,United States
UCA,Oneida County,United States
RHI,Oneida County Airport,United States
ONE,Onepusu,Solomon Islands
OGV,Ongava Game Reserve,Namibia
ONN,Onion Bay,United States
ONU,Ono I Lau,Fiji
ONB,Ononge,Papua New Guinea
OOT,Onotoa,Kiribati
ONS,Onslow Airport,Australia
ONT,Ontario International Airport,United States
ONO,Ontario Municipal Airport,United States
OTV,Ontong Java,Solomon Islands
ODD,Oodnadatta,Australia
OPF,Opa-locka Executive Airport,United States
OPB,Open Bay,Papua New Guinea
YOI,Opinaca,Canada
XOD,Oppdal Railway Station,Norway
OPW,Opuwa,Namibia
OMR,Oradea Airport,Romania
RAX,Oram,Papua New Guinea
ORA,Oran,Argentina
RGO,Orang,North Korea
OAG,Orange Airport,Australia
MGJ,Orange County,United States
ORZ,Orange Walk,Belize
OMD,Oranjemund Airport,Namibia
ORP,Orapa,Botswana
RBS,Orbost,Australia
ESD,Orcas Island Airport,United States
KYD,Orchid Island,Taiwan
ODR,Ord River,Australia
DSN,Ordos Ejin Horo Airport,China
QOR,Ordu,Turkey
OGU,Ordu Giresun Airport,Turkey
XWR,Orebro C Railway Station,Sweden
ORB,Orebro-Bofors Airport,Sweden
OEL,Orel,Russia
REN,Orenburg Airport,Russia
MOA,Orestes Acosta,Cuba
OTY,Oria,Papua New Guinea
OXO,Orientos,Australia
ORJ,Orinduik,Guyana
BGY,Orio al Serio International Airport,Italy
ORX,Oriximina,Brazil
OLA,Orland,Norway
JDO,Orlando Bezerra de Menezes Airport,Brazil
ORL,Orlando Executive,United States
MCO,Orlando International Airport,United States
MLB,Orlando Melbourne International Airport,United States
SFB,Orlando Sanford International Airport,United States
ORE,Orleans,France
ORW,Ormara,Pakistan
OMC,Ormoc,Philippines
OER,Ornskoldsvik Airport,Sweden
CBS,Oro Negro,Venezuela
ORC,Orocue,Colombia
OVE,Oroville,United States
OSW,Orsk Airport,Russia
ORU,Oruro,Bolivia
OZL,Orzola Ferry Port,Spain
OSB,Osage Beach,United States
OSA,Osaka Metropolitan Area,Japan
OSN,Osan AB,South Korea
OSO,Osborne Mine,Australia
HOS,Oscar Reguera,Argentina
OSS,Osh Airport,Kyrgyzstan
OHI,Oshakati,Namibia
YOO,Oshawa,Canada
OIM,Oshima,Japan
OKS,Oshkosh,United States
OSI,Osijek Airport,Croatia
OSK,Oskarshamn,Sweden
OSL,Oslo Airport Gardermoen,Norway
GEN,Oslo Gardermoen Airport,Norway
XZO,Oslo S Railway Station,Norway
ZPE,Osnabrueck Hbf Rail Station,Germany
OSG,Ossima,Papua New Guinea
OSF,Ostafyevo International Business Airport,Russia
QWB,Ostbahnhof Railway Station,Germany
OST,Ostend-Bruges International Airport,Belgium
IRR,Ostiense Railway Station,Italy
XJV,Ostrava Main Railway Station,Czech Republic
OXB,Osvaldo Vieira Airport,Guinea-Bissau
FMH,Otis AFB,United States
OTJ,Otjiwarongo,Namibia
GLR,Otsego County,United States
XOR,Otta Railway Station,Norway
XGE,Ottawa Bus Station,Canada
XHG,Ottawa Bus Station,Canada
XDS,Ottawa Railway Station,Canada
YOW,Ottawa/Macdonald-Cartier International Airport,Canada
OTU,Otu,Colombia
ODA,Ouadda,Central African Republic
OUA,Ouagadougou International Airport,Burkina Faso
OUG,Ouahigouya,Burkina Faso
ODJ,Ouanda Djalle,Central African Republic
OUU,Ouanga,Gabon
OFI,Ouango Fitini,Ivory Coast
AJN,Ouani,Comoros
OZZ,Ouarzazate Airport,Morocco
ODY,Oudomxay Airport,Laos
OUH,Oudtshoorn,South Africa
HME,Oued Irara Airport,Algeria
OUE,Ouesso,Republic of the Congo
OUL,Oulu Airport,Finland
OUM,Oum Hadjer,Chad
OIA,Ourilandia,Brazil
OUS,Ourinhos,Brazil
ATW,Outagamie County Regional Airport,United States
OUK,Outer Skerries,United Kingdom
CKV,Outlaw Field,United States
UVE,Ouvea Airport,New Caledonia
OYN,Ouyen,Australia
KOZ,Ouzinkie SPB,United States
OVL,Ovalle,Chile
VDA,Ovda Airport,Israel
OVG,Overberg (FAOB),South Africa
FTX,Owando,Republic of the Congo
OWA,Owatonna,United States
GCM,Owen Roberts International Airport,Cayman Islands
OWE,Owendo,Gabon
CUB,Owens Field,United States
OXF,Oxford (Kidlington),United Kingdom
YOH,Oxford House,Canada
SZP,Oxnard,United States
OYE,Oyem,Gabon
OZA,Ozona Municipalcipal,United States
PAA,Pa-an,Myanmar
PBJ,Paama,Vanuatu
JFR,Paamiut Airport,Greenland
XEA,Pacific Central Station,Canada
PFC,Pacific City State,United States
PHR,Pacific Harbor,Fiji
PBK,Pack Creek,United States
QQP,Paddington Railway Station,United Kingdom
PAD,Paderborn Lippstadt Airport,Germany
QPA,Padova Central Railway Station,Italy
PFA,Paf Warren,United States
PAG,Pagadian Airport,Philippines
PGA,Page Airport,United States
FMY,Page Field,United States
PPG,Pago Pago International Airport,American Samoa
PYY,Pai Airport,Thailand
PLE,Paiela,Papua New Guinea
PCE,Painter Creek,United States
ISG,Painushima Ishigaki Airport,Japan
PJA,Pajala Airport,Sweden
PKL,Pakatoa Island,New Zealand
PKK,Pakokku,Myanmar
PKS,Paksane,Laos
PKZ,Pakse Airport,Laos
YIF,Pakuashipi,Canada
PAF,Pakuba,Uganda
PLF,Pala,Chad
PCH,Palacios,Honduras
PSX,Palacios,United States
PLQ,Palanga International Airport,Lithuania
PAL,Palanquero,Colombia
PQM,Palenque,Mexico
BRI,Palese Airport,Italy
PSN,Palestine Municipalcipal Airport,United States
PBW,Palibelo,Indonesia
PHK,Palm Beach Co Glades,United States
LNA,Palm Beach County Park,United States
PBI,Palm Beach International Airport,United States
LBH,Palm Beach SPB,Australia
PLI,Palm Island,Saint Vincent and the Grenadines
PMK,Palm Island Airport,Australia
PSP,Palm Springs International Airport,United States
LMZ,Palma,Mozambique
PMI,Palma de Mallorca Airport,Spain
PMZ,Palmar Sur,Costa Rica
PTM,Palmarito,Venezuela
PMW,Palmas Airport,Brazil
PPD,Palmas Del Mar,Puerto Rico
PAQ,Palmer Municipalcipal,United States
PMR,Palmerston North Airport,New Zealand
PMS,Palmyra,Syria
PAO,Palo Alto,United States
BGA,Palonegro International Airport,Colombia
XPA,Pama,Burkina Faso
PAW,Pambwa,Papua New Guinea
PAY,Pamol,Malaysia
DPB,Pampa Guanaco Airport,Chile
PNA,Pamplona Airport,Spain
EEP,Pamplona Railway Station,Spain
ZAX,Pan Yu Ferry,China
PZI,Pan Zhi Hua Bao An Ying,China
BLB,Panama Pacifico Airport,Panama
PDE,Pandie Pandie,Australia
PNV,Panevezys,Lithuania
EAT,Pangborn Field,United States
PGN,Pangia,Papua New Guinea
PKG,Pangkor Airport,Malaysia
YXP,Pangnirtung Airport,Canada
PGB,Pangoa,Papua New Guinea
PNU,Panguitch,United States
PJG,Panjgur,Pakistan
PNL,Pantelleria Airport,Italy
PGH,Pantnagar Airport,India
PSV,Papa Stour,United Kingdom
PPW,Papa Westray Airport,United Kingdom
PFO,Paphos International Airport,Cyprus
PPU,Papun,Myanmar
PAJ,Para Chinar,Pakistan
PBO,Paraburdoo Airport,Australia
PID,Paradise Island,Bahamas
WZY,Paradise Island Seaplane Base,Bahamas
YDE,Paradise River,Canada
PGR,Paragould Kirk Field,United States
PKO,Parakou,Benin
PPX,Param,Papua New Guinea
PMT,Paramakotoi,Guyana
PNG,Paranagua,Brazil
PBB,Paranaiba,Brazil
PPQ,Paraparaumu Airport,New Zealand
PRS,Parasi,Solomon Islands
EUO,Paratebueno,Colombia
JPY,Paraty Airport,Brazil
SZW,Parchim Airport,Germany
PRD,Pardoo,Australia
PED,Pardubice Airport,Czech Republic
XJP,Pardubice Main Railway Station,Czech Republic
XFE,Parent Railway Station,Canada
PIN,Parintins,Brazil
POX,Paris Cergy Pontoise,France
PAR,Paris Metropolitan Area,France
ORY,Paris Orly Airport,France
ZRF,Park & Ride Bus Svc,United States
PKF,Park Falls,United States
PKD,Park Rapids,United States
JPT,Park Ten Heliport,United States
HLM,Park Township,United States
WEA,Parker County,United States
PKE,Parkes Airport,Australia
KPK,Parks SPB,United States
XPB,Parksville Railway Station,Canada
XPW,Parkway Railway Station,United Kingdom
NWH,Parlin Field,United States
PMF,Parma Airport,Italy
PDN,Parndana,Australia
EPU,Parnu,Estonia
PBH,Paro Airport,Bhutan
PAS,Paros Airport,Greece
YPD,Parry Sound,Canada
PFQ,Parsabad,Iran
PRR,Paruima,Guyana
CNG,Parvaud,France
ZSK,Pasewalk Railway Station,Germany
IXT,Pasighat,India
PQD,Pasikudha SPB,Sri Lanka
ZLW,Pasir Gudang Port,Malaysia
PPR,Pasir Pangarayan,Indonesia
PSI,Pasni,Pakistan
PCG,Paso Caballos,Guatemala
AOL,Paso De Los Libres,Argentina
PRB,Paso Robles,United States
ZPF,Passau Hbf Railway Station,Germany
PFB,Passo Fundo Airport,Brazil
PSW,Passos,Brazil
PTZ,Pastaza,Ecuador
QYT,Paterswolde Bus Station,Netherlands
IXP,Pathankot,India
PTO,Pato Branco,Brazil
PBS,Patong Beach,Thailand
POJ,Patos De Minas,Brazil
PFJ,Patreksfjordur,Iceland
COF,Patrick AFB,United States
PAN,Pattani,Thailand
PYX,Pattaya,Thailand
FFO,Patterson AFB,United States
AMQ,Pattimura Airport,Indonesia
NHK,Patuxent River NAS,United States
PAU,Pauk,Myanmar
YPC,Paulatuk,Canada
PAV,Paulo Afonso Airport,Brazil
KPH,Pauloff Harbor SPB,United States
XRK,Paveletskiy Railway.,Russia
PWQ,Pavlodar Airport,Kazakhstan
QPG,Paya Lebar,Singapore
PYK,Payam,Iran
PYN,Payan,Colombia
PDU,Paysandu,Uruguay
PJB,Payson,United States
RKZ,Peace,China
YPE,Peace River,Canada
PGS,Peach Springs,United States
PCU,Pearl River County,United States
YYZ,Pearson International Airport,Canada
PSM,Pease Air Force Base,United States
YPO,Peawanuck,Canada
PEB,Pebane,Mozambique
PEX,Pechora Airport,Russia
CTO,Peconic River,United States
PEQ,Pecos City,United States
FST,Pecos County,United States
QPJ,Pecs Bus Station,Hungary
PEV,Pecs Pogany,Hungary
PDM,Pedasí Airport,Panama
PDZ,Pedernales,Venezuela
PDB,Pedro Bay,United States
PJC,Pedro Juan Caballero,Paraguay
JTA,Pedro Teixeira Castelo Airport,Brazil
PEF,Peenemuende,Germany
PEH,Pehuajo,Argentina
PEL,Pelaneng,Lesotho
PEC,Pelican SPB,United States
POL,Pemba Airport,Mozambique
YTA,Pembroke And Area Airport,Canada
YQS,Pembroke Area Municipalcipal,Canada
PEN,Penang International Airport,Malaysia
ZJR,Penang Port,Malaysia
YPT,Pender Harbor,Canada
PDO,Pendopo,Indonesia
PNJ,Peng Lai/Sha He Kou,China
CBN,Penggung,Indonesia
ZYP,Penn Railway Station,United States
SEG,Penn Valley,United States
PEA,Penneshaw,Australia
ZRP,Pennsylvania Railroad Station,United States
PEY,Penong,Australia
PYE,Penrhyn Island,Cook Islands
XPF,Penrith Railway Station,United Kingdom
PNS,Pensacola International Airport,United States
NPA,Pensacola NAS,United States
JPN,Pentagon Army,United States
YYF,Penticton Airport,Canada
PEZ,Penza Airport,Russia
PZE,Penzance,United Kingdom
PIA,Peoria International Airport,United States
PEP,Peppimenarti,Australia
PPH,Peraitepuy,Venezuela
XFG,Perce Railway Station,Canada
PGX,Perigueux Airport,France
JAJ,Perimeter Mall,United States
QPV,Perisher Valley Bus Station,Australia
PMQ,Perito Moreno,Argentina
PEE,Perm International Airport,Russia
PPA,Perry Lefors Field,United States
PRO,Perry Municipal,United States
PYL,Perry SPB,United States
FPY,Perry-Foley,United States
KPV,Perryville SPB,United States
PSL,Perth,United Kingdom
PER,Perth Airport,Australia
XPO,Perth Ferry Port,Australia
ZXP,Perth Railway Station,United Kingdom
PEJ,Peschiei,Italy
YWA,Petawawa,Canada
TPF,Peter O'Knight,United States
YPQ,Peterborough,Canada
XVH,Peterborough Railway Station,United Kingdom
PSG,Petersburg Municipal Airport,United States
PNF,Peterson's Point,United States
MPJ,Petit Jean Park,United States
PNZ,Petrolina International Airport,Brazil
PPK,Petropavlovsk Airport,Kazakhstan
PKC,Petropavlovsk-Kamchatsky Airport,Russia
PES,Petrozavodsk Airport,Russia
PWE,Pevek Airport,Russia
PHW,Phalaborwa Airport,South Africa
PHA,Phan Rang,Vietnam
PHH,Phan Thiet,Vietnam
PMM,Phanom Sarakham,Thailand
PPL,Phaplu,Nepal
PHY,Phetchabun,Thailand
PHZ,Phi Phi Island,Thailand
EAN,Phifer Field,United States
PHL,Philadelphia International Airport,United States
ZFV,Philadelphia Railway Station,United States
PHP,Philip,United States
TOP,Philip Billard,United States
BZE,Philip S.W. Goldson International Airport,Belize
KZI,Philippos Airport,Greece
APG,Phillips AAF,United States
PII,Phillips Field,United States
PHS,Phitsanulok Airport,Thailand
PNH,Phnom Penh International Airport,Cambodia
DVT,Phoenix Deer Valley Airport,United States
PHX,Phoenix Sky Harbor International Airport,United States
AZA,Phoenix-Mesa Gateway Airport,United States
PRH,Phrae Airport,Thailand
HUI,Phu Bai International Airport,Vietnam
UIH,Phu Cat Airport,Vietnam
PQC,Phu Quoc Airport,Vietnam
PHU,Phu Vinh,Vietnam
HKT,Phuket International Airport,Thailand
BMV,Phung-Duc Airport,Vietnam
VSO,Phuoclong,Vietnam
POS,Piarco International Airport,Trinidad and Tobago
QQM,Piccadilly Railway Station,United Kingdom
ZAL,Pichoy Airport,Chile
LQK,Pickens,United States
YPL,Pickle Lake,Canada
PIX,Pico Island Airport,Portugal
PCS,Picos,Brazil
PCN,Picton Aerodrome,New Zealand
GSO,Piedmont Triad International Airport,United States
PDS,Piedras Negras International Airport,Mexico
NWS,Pier 11/Wall St. SPB,United States
PIR,Pierre Regional Airport,United States
PZY,Piestany,Slovakia
PZB,Pietermaritzburg Airport,South Africa
LPJ,Pijiguaos,Venezuela
YPM,Pikangikum,Canada
MCB,Pike County,United States
PVL,Pike County Airport,United States
PIW,Pikwitonei,Canada
NTY,Pilanesberg International Airport,South Africa
PIL,Pilar,Paraguay
PIP,Pilot Point,United States
PQS,Pilot Station Airport,United States
PMP,Pimaga,Papua New Guinea
PBQ,Pimenta Bueno,Brazil
DUM,Pinang Kampai,Indonesia
WPC,Pincher Creek,Canada
PDI,Pindiu,Papua New Guinea
PIC,Pine Cay,Turks and Caicos Islands
ZPO,Pine House,Canada
DUF,Pine Island Airport,United States
YPP,Pine Point,Canada
XPR,Pine Ridge,United States
SOP,Pinehurst-S. Pines,United States
PIF,Pingtung,Taiwan
PHI,Pinheiro,Brazil
PNO,Pinotepa Nacional,Mexico
FOR,Pinto Martins Airport,Brazil
PIQ,Pipillipai,Guyana
PIV,Pirapora,Brazil
PSA,Pisa International Airport,Italy
PTX,Pitalito,Colombia
PIG,Pitinga,Brazil
PGV,Pitt-Greenville Airport,United States
PWN,Pitts Town,Bahamas
PIT,Pittsburgh International Airport,United States
PSF,Pittsfield,United States
OTI,Pitu,Indonesia
THU,Pituffik Airport,Greenland
PLJ,Placencia,Belize
